Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,82739.89000000132,655
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,141636.85000000292,1136
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,35648.16000000005,279
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,224531.4500000053,1811
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,125362.69000000246,1006
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,103457.16000000188,821
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,561587.3499999634,4466
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,57734.520000000644,455
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,210659.72000000466,1682
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,222412.5900000045,1832
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,32806.63999999997,262
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,63494.93000000073,517
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,40892.050000000185,325
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,146105.78000000303,1162
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,43346.09000000025,347
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,15757.519999999986,123
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,33064.95999999998,258
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,336022.4999999916,2665
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,172945.00000000387,1376
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,58638.64000000067,462
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,171859.90000000346,1400
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,334472.4899999921,2658
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,151246.36000000316,1194
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,253308.5800000059,1999
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,36164.80000000006,281
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,137684.41000000288,1100
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,20226.449999999983,172
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,34227.40000000001,270
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,390476.4999999807,3083
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,215283.4500000041,1728
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,74912.80000000111,590
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,274490.8200000037,2159
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,221767.72000000507,1760
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,51276.52000000047,409
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,197613.84000000422,1636
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,16403.319999999985,130
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,32419.159999999967,258
161a799c-4894-36f6-8ca7-2a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9782493511,23584.60999999998,191
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,51354.01000000047,413
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,51793.160000000484,406
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,57269.52000000062,457
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,34098.060000000056,283
72a10c1a-ee7c-3a01-97b1-33f63244c13e,Edith Nourse Rogers Memorial Veterans Hospital (Bedford VA),200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,781-687-2000,24101.249999999978,189
1bd44727-a8e3-322d-9c14-a5c529d6ce6d,VA Boston Healthcare System  Brockton Campus,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,508-583-4500 Or 508-583-4500,8214.569999999994,65
be4c63f3-8d38-3fa9-a183-62045b5c85f6,VA Boston Healthcare System  Jamaica Plain Campus,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,617-232-9500,595246.7699999721,4828
ae67223f-808e-33d3-a83e-066deebf35ed,VA Central Western Massachusetts Healthcare System,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,413-584-4040,17436.599999999984,136
05462bf2-25d4-3ecd-afdf-bb3e1140929a,Causeway OPC,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,800-865-3384,18599.039999999983,145
5573d6f9-681b-3f8f-9264-2da0fec29b1e,Lowell Veterans Community Care Center,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,978-671-9000,3358.159999999999,27
5259a506-b80b-3ed5-9c30-83188eabf33e,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,75816.92000000113,590
53b25c4b-e95f-3dd1-8e69-d427cdd83631,Framingham Outpatient Clinic,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,800-865-3384,81499.96000000129,636
f95eebbf-70d7-385e-8e4c-748c79c6d644,Gloucester Community Based Outpatient Clinic (CBOC),199 Main Street,Gloucester,MA,01930,42.613102,-70.66085,800-838-6331,31773.359999999968,248
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Haverhill Community Based Outpatient Clinic (CBOC),108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,800-838-6331,71038.000000001,553
ed146054-9dd5-3f0b-83df-d29d983039c3,Hyannis Outpatient Clinic,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,508-771-3190,83101.40000000123,664
3490b118-b33a-38e3-b763-f6f8f0039d6b,Lowell Outpatient Clinic,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,800-865-3384,32935.799999999974,256
8881e3ee-e915-31b3-867f-8e2fbe41e887,Lynn Community Based Outpatient Clinic (CBOC),225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,800-838-6331,15628.359999999986,121
0b78995f-8b45-34d3-969d-afcc456bb1c7,New Bedford Outpatient Clinic,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,508-994-0217,33452.43999999999,260
cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Plymouth Outreach Clinic,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,800-865-3384,23377.959999999977,182
18f774ab-db01-37ba-95c4-44c4eab47089,Quincy Outpatient Clinic,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,800-865-3384,60963.52000000073,473
37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Springfield Outpatient Clinic,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,413-731-6000 Or 413-731-6000,24023.759999999977,186
d311e70d-86e7-3c03-b115-53892bcf7ef1,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,508-856-0104 Or 508-856-0104,330003.7999999927,2650
7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Boston Vet Center,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,857-203-6461,41331.2000000002,327
3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,508-580-2730 Or 508-580-2730,25263.689999999977,196
7c530dcd-43f3-3f87-b41b-9f704205e0f8,New Bedford Vet Center,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,508-999-6920 Or 508-999-6920,73492.04000000107,574
78dbf052-6958-3c67-af45-b5a450b70fe4,Springfield Vet Center,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,413-737-5167 Or 413-737-5167,56391.1000000006,448
3a2242e0-de37-303b-bdfc-e160c7eae518,Worcester Vet Center,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,508-753-7902,39342.13000000014,310
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,508-481-5519,19761.47999999998,153
74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,PCP148,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,978-828-2053,9299.519999999993,72
79e14b44-8026-3599-b8ac-14813879825e,PCP297,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,508-429-1905,8007.919999999994,62
6725cc67-119b-38a5-9fc8-c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,508-829-9955,3228.999999999999,25
de1376c4-8f27-37ed-85da-6986458442f2,PCP661,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,978-463-0463,14078.439999999988,110
438286b4-bcc2-3608-9a7c-4a1ec9bdb277,THAYER CHIROPRACTIC CENTER,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,781-729-3870,4649.7599999999975,36
71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,PCP1090,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,617-926-8086,4391.439999999998,34
8b4fe11a-5235-3649-81fa-b155afee498d,PCP1329,247 NORTHAMPTON ST,EASTHAMPTON,MA,01027-1052,42.265435,-72.670813,413-584-6004,4003.959999999998,31
fc0bcb63-569b-3658-aa03-71cf89aea64e,PCP1336,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,617-389-0013,2066.5600000000004,16
6af0ebcc-05f8-3fa6-9c0a-8061fdadc2a4,PCP1609,130 CENTRE ST,DANVERS,MA,01923-1683,42.574174,-70.95051600000001,978-500-5550,9557.839999999993,74
1dc3e5ea-c4e5-3921-8091-f93f95e6b114,PCP1847,54 NONSET PATH,ACTON,MA,01720-4720,42.483953,-71.43849499999999,978-413-9445,5553.8799999999965,43
230b3872-a16b-3c49-b4cb-288c356ed3d4,PCP1901,450 W RIVER ST,ORANGE,MA,01364-1440,42.605437,-72.292074,978-544-1503,6974.639999999995,54
0b829ba7-406d-3339-b330-1e995b1d72a0,PCP2044,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,781-592-6100,3874.7999999999984,30
6cb36205-a8ea-322b-8376-c9c7dc6121df,PCP2054,352 PARK ST,NORTH READING,MA,01864-2164,42.578222,-71.084398,978-290-1295,2066.5600000000004,16
b6fe1d9f-de1d-32f9-a76d-ccd6fa82e3e0,DIAGNOSTIC ULTRASOUND ASSOCIATES  PC,1 BROOKLINE PL,BROOKLINE,MA,02445-7277,42.323853,-71.142003,617-739-0245,6070.519999999996,47
02da9e41-5656-33e0-be62-aff604c958d3,PCP2381,17 HENSHAW ST,BRIGHTON,MA,02135-2905,42.33196,-71.020173,617-363-99881,6070.519999999996,47
5c494a07-4063-3887-8500-43b72f19ad9f,PCP2402,5 MARKET SQUARE,AMESBURY,MA,01913-2402,42.851284,-70.955837,978-388-8054,2195.7200000000003,17
869ba21d-a974-3260-9752-4d1ba8d12f28,PCP2617,102 WESTLAND RD,WESTON,MA,02493-1341,42.360502000000004,-71.303433,781-894-8898,9816.159999999993,76
518271fa-2372-3b99-9b3f-a9ccc3cfc33b,PCP2704,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,508-473-12005,4262.279999999998,33
819a27bd-81d7-3aec-b990-e79062cd0fd0,PCP2795,161 WASHINGTON ST,WALPOLE,MA,02032-1196,42.146285999999996,-71.255604,781-318-8018,6199.679999999996,48
7ff0344c-ce61-36fd-8187-cd0d13af354a,PCP2851,14 SHERIDAN CIR,ATTLEBORO,MA,02703-5316,41.931653000000004,-71.294503,508-222-9522,2841.5199999999995,22
ccfeccfd-8e42-343b-b30c-d078bcf2051c,PCP3184,80 WASHINGTON ST,NORWELL,MA,02061-1740,42.164569,-70.818844,781-347-47147,6328.839999999996,50
775c7fab-5ca1-3703-ba2d-c297992d97d1,PCP3357,37 E WHISTLESTOP MALL,ROCKPORT,MA,01966-1437,42.656952000000004,-70.60463,978-546-2090,5037.239999999997,39
f64a8254-152a-394c-aa57-4a7e88ce99af,PCP3554,450 W RIVER ST,ORANGE,MA,01364-1443,42.605437,-72.292074,978-544-1556,2583.2,21
d4c29c7d-be0c-301c-84e4-399d3b552da6,PCP3722,108 MILK ST,WESTBOROUGH,MA,01581-1228,42.268426,-71.613309,508-366-7733,4908.079999999997,38
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,978-425-6666,6199.679999999996,48
58fa71de-2295-33b8-8932-176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,781-878-6962,11366.07999999999,88
f45aa838-487d-320d-a6c4-fc0f4b968924,PCP4078,271 LAFAYETTE ST,SALEM,MA,01970-5404,42.499248,-70.898204,978-745-3445,5424.719999999997,42
ddee27b9-3e12-323a-b713-d10cdf15baa7,PCP4122,345 UNION ST,NEW BEDFORD,MA,02740-3679,41.661303000000004,-70.937913,508-617-3296,7749.599999999994,61
27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,PCP4453,55 WAREHAM ST,CARVER,MA,02330-1716,41.875178999999996,-70.74671500000001,508-280-4825,3874.7999999999984,30
ad3a23c5-ee9b-361d-96ee-244364c9b63a,PCP4460,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,42.534146,-71.038333,978-290-7090,8524.559999999994,66
755c4fdf-858f-3c62-80bf-5e9ae114c9cf,TRANQUIL MIND AND WELLNESS,109 RHODE ISLAND RD B,LAKEVILLE,MA,02347-1370,41.834412,-70.957166,508-947-1683,2324.88,18
4f5184d4-ac0e-3d05-9cb9-01f8737f24a5,PCP4514,63 S MAIN ST,NATICK,MA,01760-4526,42.284822,-71.348811,508-654-3500,4649.7599999999975,36
059cdf63-a616-3f61-be4d-410d0be0623a,PCP4608,1250 HANCOCK ST,QUINCY,MA,02169-4339,42.261006,-71.008988,617-471-2444,9170.359999999993,71
6ab2e1c9-e185-3282-a4e8-d200a6f2b36c,PCP4621,282 MAIN ST,GROVELAND,MA,01834-1229,42.7539,-71.015935,978-758-2087,3745.6399999999985,29
6ae741a1-f01a-398e-86f6-ec5fb6c32f14,PCP4675,20 TREMONT ST,DUXBURY,MA,02332-5315,42.044307,-70.70604499999999,781-934-0953,7620.439999999994,59
98b63415-bc21-3f43-b5ad-b78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.021617,-71.026717,508-587-2858,645.8,5
424452f2-f497-373b-b9ed-573a13b021f3,PCP4943,15 HENRY AVE,PITTSFIELD,MA,01201-6722,42.451840000000004,-73.260685,413-443-7700,12786.83999999999,99
1d316cdb-fcb8-3b90-a2e4-079a330d344c,PCP5409,1318 BEACON ST,BROOKLINE,MA,02446-3793,42.323853,-71.142003,617-441-0173,4262.279999999998,34
6092e2a8-bf40-3b65-9d03-9eb8e7e651c1,PCP5851,68 EVERGREEN ST,KINGSTON,MA,02364-1471,41.987196000000004,-70.74194200000001,781-585-8199,1549.9200000000003,12
56dbf306-b14b-3649-8f40-76064ddba6bf,PCP5984,2 S BRIDGE DR,AGAWAM,MA,01001-2000,42.064731,-72.653477,413-789-7455,2712.3599999999997,22
26f1b65c-0efb-36a4-a07d-50e0346f30a4,PCP6089,17 WALTHAM RD,WAYLAND,MA,01778-1128,42.360427,-71.361099,508-361-1224,5424.719999999997,42
48f9895c-222b-3082-ab26-0b5220b07ab4,PCP6451,201 PARK AVE,WEST SPRINGFIELD,MA,01089-3366,42.125451,-72.649734,413-259-7437,4908.079999999997,38
6ea37b08-500c-3caf-b600-a7f90785c9fd,PCP6646,22 WOBURN ST,READING,MA,01867-3022,42.535183,-71.105423,774-392-1292,2583.2,20
a2aaf487-f3e3-3882-824d-e7bd8d61fcf9,PCP6716,1 OLDE N RD,CHELMSFORD,MA,01824-1453,42.597055,-71.3697,978-455-0437,7749.599999999994,60
d4acb8de-63b6-392f-bff4-02cc037cd31a,PCP6769,15 COTTAGE AVE,QUINCY,MA,02169-5216,42.261006,-71.008988,617-328-4348,3616.4799999999987,28
e9a3d0b3-e44a-3b9e-9540-5dd9bfaeee78,PCP6815,233 HARVARD ST,BROOKLINE,MA,02446-5017,42.323853,-71.142003,617-513-6254,4262.279999999998,33
28296513-2591-3a92-82cf-2697f7e44ecc,PCP7021,2 DUNDEE PARK DR,ANDOVER,MA,01810-3735,42.648044,-71.161751,978-247-8958,4003.959999999998,31
25e23ee2-fa17-3b8f-8bba-34841db77290,PCP7099,210 WHITING PLACE,HINGHAM,MA,02043,42.224319,-70.880673,781-740-90445,4391.439999999998,34
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,9428.679999999993,73
9eade1b2-f0bf-3414-9594-6f0a9297f6a4,PCP7541,53 LANGLEY RD,NEWTON,MA,02459-1907,42.331876,-71.208402,617-244-0196,4003.959999999998,31
a548837b-cb14-377f-8726-3fcd124f8950,PCP7593,241 PERKINS ST,JAMAICA PLAIN,MA,02130-4002,42.33196,-71.020173,617-738-9204,6070.519999999996,47
9b49afd9-7855-3377-9dc9-28b5d1f4ca0f,PCP7628,25 MAIN ST,WAYLAND,MA,01778-5036,42.360427,-71.361099,508-655-9127,4649.7599999999975,36
e70c555a-032c-3e05-8419-d9eea8d0cbbe,PCP7857,233 HARVARD ST,BROOKLINE,MA,02446-5017,42.323853,-71.142003,617-738-9901,3874.7999999999984,30
a44feb45-fa80-3489-932f-01c41ec01952,PCP7895,152 EMORY ST,ATTLEBORO,MA,02703-2499,41.931653000000004,-71.294503,508-801-6606,3874.7999999999984,30
a0123c36-2436-3609-a5eb-3c3857ed711d,PCP8367,12 CORSER ST,HOLYOKE,MA,01040-2275,42.211656,-72.642448,413-887-7827,1291.6000000000001,10
5f3e3a85-0461-3b77-9505-f57767d24412,PCP8369,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,508-813-0981,11753.55999999999,91
6ffe62de-5d90-3cc7-be16-643a7496c817,PCP8458,601 AMHERST RD,SUNDERLAND,MA,01375-9466,42.466691,-72.546751,413-665-3336,7232.959999999995,56
